gameId,playId,contactFrameId,tackleFrameId,frames,d_actual,d_ideal,d_eff,gap_tackle,w_carrier,w_tackler,s_downfield_delta,s_contact,s_downfield_contact,s_downfield_contact_t,tackle_category,nflId_t,displayName_t,position_t,ballCarrierId,displayName,position,drive_metric,tackle_gap_metric,vision_metric
2022090800,486,7,25,18,2.74,2.748763358312251,1.0031983059533762,0.3992492955535462,208,191,-3.012754821766033,1.14,0.8869472467506347,-3.66336229905518,proactive,40166,Jordan Poyer,SS,44881,Cooper Kupp,WR,0.7697506407482585,1.0,0.9515
2022090800,529,37,50,13,8.309999999999999,7.721223996232723,0.9291484953348644,1.1315917991926236,203,184,0.828055652230435,4.52,4.295840666894952,1.5928406669362225,reactive,42816,Troy Hill,CB,47857,Devin Singletary,RB,0.4612379121859743,1.0,0.9291484953348644
2022090800,569,5,8,3,1.68,1.684280261714184,1.0025477748298717,0.8944271909999126,191,200,2.1020513892818977,5.16,4.94002883114255,0.281411816029938,proactive,48026,Nick Scott,SS,42489,Stefon Diggs,WR,0.35890432825219276,1.0,0.9515
2022090800,617,9,16,7,4.16,4.09257864921372,0.9837929445225287,0.5414794548272345,173,208,-1.5996711749347874,4.05,2.007835483749785,-2.8248213606311827,proactive,43294,Jalen Ramsey,CB,44985,Isaiah McKenzie,WR,0.6562448339602895,1.0,0.9515
2022090800,646,22,34,12,6.42,6.105939731114288,0.9510809550022254,1.0358571330062851,254,248,1.3662979515879836,6.58,1.7107931085616943,0.0786485641456333,proactive,47939,Justin Hollins,OLB,47879,Dawson Knox,TE,0.41800365172801146,1.0,0.9510809550022254
2022090800,692,30,33,3,9.8,6.223712718305687,0.635072726357723,0.9617692030835728,191,242,0.1247081297301887,1.44,0.2656310243311551,-1.8460952883834916,proactive,38577,Bobby Wagner,ILB,42489,Stefon Diggs,WR,0.5177342336689471,1.0,0.635072726357723
2022090800,775,12,17,5,3.92,3.676914467321753,0.9379883845208554,0.5599999999999987,208,250,0.8991970676734379,2.42,0.4845396697304441,-2.0632325710362527,proactive,46085,Tremaine Edmunds,ILB,44881,Cooper Kupp,WR,0.45552348489499006,1.0,0.9515
2022090800,933,35,65,30,2.0,1.0580170130957336,0.5290085065478668,0.8062257748298381,212,287,-2.866172080643255,2.87,0.4608367604071577,-0.9074282738533904,proactive,47792,Ed Oliver,DT,52460,Cam Akers,RB,0.7579763962938395,1.0,0.9515
2022090800,1030,8,16,8,2.47,2.3773935307390683,0.9625075023235092,0.8080222769206373,213,196,-0.7306062216681843,0.66,-0.5873304078553763,-3.559246114283545,proactive,47862,David Long,CB,52536,Gabe Davis,WR,0.5864372759343528,1.0,0.9515
2022090800,1102,17,46,29,6.51,6.274527870684771,0.9638291660038052,1.2503599481749246,215,184,-2.9004373851553136,2.74,2.5038919826233887,-1.600618405690201,proactive,42816,Troy Hill,CB,52494,Zack Moss,RB,0.7607287535532262,0.9370500647813442,0.9515
2022090800,1230,10,20,10,2.02,1.9915069670980297,0.9858945381673416,0.6236184731067496,220,192,1.561429751716526,2.91,2.747968167187065,-0.0573922716014379,proactive,46190,Taron Johnson,CB,53678,Ben Skowronek,WR,0.40232970882077757,1.0,0.9515
2022090800,1254,35,39,4,10.439999999999998,9.079344690009297,0.8696690316100861,0.2968164415931186,189,273,0.640094843002849,2.79,2.785811297274576,2.614350612939581,reactive,53490,Carlos Basham,DE,46830,Brandon Powell,WR,0.47633584594505385,1.0,0.8696690316100861
2022090800,1334,7,10,3,3.41,3.3930811956096765,0.9950384737858288,0.2545584412271466,220,250,0.2823646985745247,2.2,-0.3619685637184105,1.1423771610788451,reactive,46085,Tremaine Edmunds,ILB,41290,Allen Robinson,WR,0.5050704850775403,1.0,0.9515
2022090800,1406,28,43,15,2.73,0.4661544808322689,0.1707525570814172,0.2707397274136137,200,322,-1.0297295495762997,4.55,4.54630255887415,0.9853433132691072,reactive,41341,DaQuan Jones,DT,47853,Darrell Henderson,RB,0.6104643282178102,1.0,0.9515
2022090800,1736,24,27,3,6.840000000000002,5.962096946544902,0.8716516003720615,0.852115015710902,212,223,1.0482875070500617,4.5,4.106469988643677,-1.37055195887463,proactive,44976,Matt Milano,OLB,52460,Cam Akers,RB,0.44354780982171005,1.0,0.8716516003720615
2022090800,1836,29,37,8,10.86,9.365964979648384,0.8624277145164259,1.4855302083768025,208,250,-0.0608175974970444,4.91,-2.258059167038938,-4.276582904003496,proactive,37075,Von Miller,OLB,44881,Cooper Kupp,WR,0.5326365697026798,0.6430872395289968,0.8624277145164259
2022090800,1946,42,49,7,11.080000000000002,10.587473730782053,0.9555481706481994,0.3178049716414145,200,341,0.6810555985582611,4.18,4.177628765124344,1.2009622149825785,reactive,42395,Jordan Phillips,DE,47853,Darrell Henderson,RB,0.4730456772304221,1.0,0.9555481706481994
2022090800,2043,43,48,5,7.6800000000000015,3.902742625385389,0.5081696126803891,1.8309560344257343,203,184,1.4272781179581204,6.08,5.9660550095569045,1.9862564643000813,reactive,42816,Troy Hill,CB,47857,Devin Singletary,RB,0.4131054257826273,0.21130495696783214,0.5081696126803891
2022090800,2072,39,69,30,12.63,12.55882956329928,0.9943649693823656,0.3640054944640277,203,242,-3.5888218870366946,5.83,3.5482718186616515,-0.258042069274213,proactive,38577,Bobby Wagner,ILB,47857,Devin Singletary,RB,0.816023171857192,1.0,0.9943649693823656
2022090800,2093,38,53,15,6.090000000000001,3.6833137254380097,0.6048134196121526,2.192281916177755,237,248,-2.2515593369404376,6.33,5.923700568057648,4.6993264719409895,reactive,47939,Justin Hollins,OLB,46076,Josh Allen,QB,0.7086076873058098,0.0,0.6048134196121526
2022090800,2184,28,40,12,9.28,7.4419419508620175,0.8019333998773724,0.89157164602739,191,252,-0.8175053140793034,5.28,0.7229687397402266,-1.349331095219125,proactive,52492,Terrell Lewis,OLB,42489,Stefon Diggs,WR,0.5934174370984742,1.0,0.8019333998773724
2022090800,2208,25,43,18,10.760000000000002,10.185882386911798,0.9466433445085312,0.5333854141237822,203,196,0.5100909167257237,4.55,3.945567251359972,-0.0334676480418761,proactive,47862,David Long,CB,47857,Devin Singletary,RB,0.48677839870601647,1.0,0.9466433445085312
2022090800,2336,19,25,6,7.2,6.793121521068202,0.9434891001483614,1.5785119575093551,200,185,1.530186888964422,4.45,4.254874350397781,-2.486908958722572,proactive,52647,Dane Jackson,CB,47853,Darrell Henderson,RB,0.40483928873913244,0.5268600531133061,0.9515
2022090800,2360,31,36,5,5.540000000000001,5.3364407614064175,0.963256455127512,0.6129437168288778,200,250,0.7481223305453011,4.21,2.406925894623339,-2.2735447185098407,proactive,46085,Tremaine Edmunds,ILB,47853,Darrell Henderson,RB,0.4676585484925786,1.0,0.963256455127512
2022090800,2464,17,36,19,7.539999999999999,7.394166619707728,0.9806587028790092,1.0361949623502271,237,230,-0.1035742637476047,5.7,4.0683157329756,1.1484251200313456,reactive,53532,Ernest Jones,ILB,46076,Josh Allen,QB,0.5360709947696012,1.0,0.9515
2022090800,2485,40,48,8,17.3,17.011290368458237,0.9833115819918056,1.1080162453682691,215,200,0.0256916382597736,6.98,5.123916919433781,1.8601547776416805,reactive,48026,Nick Scott,SS,52494,Zack Moss,RB,0.5256877237364787,1.0,0.9833115819918056
2022090800,2527,9,12,3,4.28,4.27907700328003,0.9997843465607544,1.1116204388189337,177,184,0.5842961932064293,4.56,1.2859499861045898,1.3180533561216243,reactive,42816,Troy Hill,CB,42448,Jamison Crowder,WR,0.4808178670745351,1.0,0.9515
2022090800,2572,7,22,15,1.93,1.914001044931787,0.9917103859750191,1.2070211265756596,215,230,1.295502030738724,2.05,0.6893607613667736,-2.175327898539663,proactive,53532,Ernest Jones,ILB,52494,Zack Moss,RB,0.4236903271992847,0.9912235917804254,0.9515
2022090800,2599,9,13,4,3.28,3.281234523773026,1.0003763791990932,1.3662357044082885,177,208,1.750720672681619,3.5,2.9899710109475337,-0.0112154673245902,proactive,43294,Jalen Ramsey,CB,42448,Jamison Crowder,WR,0.38712493396547387,0.7922053694896394,0.9515
2022090800,2688,9,26,17,6.74,6.65553153399486,0.9874675866461216,0.4651881339845169,213,196,0.6430343624788373,6.92,4.01748112977693,3.712226744865189,reactive,47862,David Long,CB,52536,Gabe Davis,WR,0.4760997293284338,1.0,0.9515
2022090800,2815,18,28,10,8.639999999999999,8.462936842491505,0.9795065789920724,0.6420280367709741,189,196,-0.5337424444444163,4.64,4.399450265889838,0.8775108940222237,reactive,54488,Kaiir Elam,CB,46830,Brandon Powell,WR,0.5706242121350382,1.0,0.9515
2022090800,2860,16,18,2,4.709999999999999,4.177092290098459,0.8868561125474437,0.5663920903402501,208,250,1.3361700965665173,3.22,3.060660655841464,1.4298333979904232,reactive,46085,Tremaine Edmunds,ILB,44881,Cooper Kupp,WR,0.4204236687586176,1.0,0.9515
2022090800,2884,9,12,3,6.140000000000001,6.133946527318284,0.9990140923971146,1.0259142264341623,257,223,0.3676058187897552,4.99,0.9589753010370892,-0.0173485555015497,proactive,44976,Matt Milano,OLB,43399,Tyler Higbee,TE,0.49822350036914276,1.0,0.9515
2022090800,2934,7,20,13,3.03,3.021075967267293,0.9970547746756742,0.1746424919657268,215,230,-1.5586213707112024,3.86,0.2880742664967377,-2.295692566443037,proactive,53532,Ernest Jones,ILB,52494,Zack Moss,RB,0.6529475124200292,1.0,0.9515
2022090800,2958,39,53,14,7.990000000000001,5.507313319577886,0.6892757596467941,0.5852349955359771,237,205,-0.8060273845894593,2.83,2.610973363264199,-4.413285091775629,proactive,52607,Jordan Fuller,SS,46076,Josh Allen,QB,0.5924954735261678,1.0,0.6892757596467941
2022090800,3145,34,46,12,5.290000000000001,4.705581791872289,0.8895239682178239,1.6012495120998462,200,185,1.2084701959395372,0.96,0.8127915514927185,-1.9665528223599924,proactive,52647,Dane Jackson,CB,47853,Darrell Henderson,RB,0.4306811508828444,0.4984381098751922,0.8895239682178239
2022090800,3190,9,17,8,5.77,5.763471176296456,0.9988684880929734,1.6219741058352364,257,196,0.3271008042589991,5.66,2.206990712881151,-2.5363781679974307,proactive,54488,Kaiir Elam,CB,43399,Tyler Higbee,TE,0.5014770617302,0.4725323677059545,0.9515
2022090800,3341,42,49,7,8.020000000000001,2.8927668416241192,0.3606941199032567,0.7747257579298642,200,192,1.3603817316338187,5.08,4.538724962053339,5.155064686231323,reactive,46190,Taron Johnson,CB,47853,Darrell Henderson,RB,0.418478871521644,1.0,0.9515
2022090800,3362,27,29,2,6.23,6.010673839096584,0.9647951587634966,0.8287339742040198,200,192,0.9311296244804136,2.83,2.7207786617553675,-2.3912153066536934,proactive,46190,Taron Johnson,CB,47853,Darrell Henderson,RB,0.4529585053686144,1.0,0.9647951587634966
2022090800,3383,13,30,17,5.779999999999999,5.733524221628446,0.991959207894195,0.686804193347709,208,196,2.2128349919290167,0.9,-0.6059435872134722,-2.4748280890353818,proactive,54488,Kaiir Elam,CB,44881,Cooper Kupp,WR,0.3500056461214238,1.0,0.9515
2022090800,3407,7,13,6,2.91,2.901930391997712,0.9972269388308288,0.8207923001588217,200,192,1.643142077385822,1.97,1.9365721162836531,-2.1443409258521777,proactive,46190,Taron Johnson,CB,47853,Darrell Henderson,RB,0.3957661741918028,1.0,0.9515
2022090800,3431,9,27,18,4.95,4.93279839442076,0.99652492816581,0.7778174593052053,220,223,-2.231712100753064,2.08,-2.0799441163568764,-2.277912430782369,proactive,44976,Matt Milano,OLB,53678,Ben Skowronek,WR,0.7070134599852893,1.0,0.9515
2022090800,3513,7,12,5,2.4,2.382141893338844,0.9925591222245184,0.2915475947422743,220,250,-0.2147974254682773,0.72,-0.71985997678478,-2.810690622959825,proactive,46085,Tremaine Edmunds,ILB,53678,Ben Skowronek,WR,0.5450049844402929,1.0,0.9515
2022090800,3576,49,70,21,17.009999999999998,15.597849210708512,0.9169811411351272,3.9180735062017424,208,197,3.973551254161645,5.26,1.5273366528214964,0.781045014018521,reactive,40107,Micah Hyde,FS,44881,Cooper Kupp,WR,0.20857628324006394,0.0,0.9169811411351272
2022091100,57,37,42,5,20.74,19.934003611919007,0.9611380719343784,0.3498571136907215,222,242,2.111286782470053,8.79,8.03815580193132,5.976266536349771,reactive,53489,Pete Werner,OLB,42345,Marcus Mariota,QB,0.3581624961906751,1.0,0.9611380719343784
2022091100,78,65,77,12,17.35,12.007685039173872,0.692085593035958,0.3201562118716451,238,190,0.2948415941642937,3.9,2.793577579356152,-1.3387617378342678,proactive,40017,Tyrann Mathieu,FS,39975,Cordarrelle Patterson,RB,0.5040682796502098,1.0,0.692085593035958
2022091100,121,8,12,4,2.93,2.9284979084848226,0.9994873407798028,1.6700299398513785,261,196,0.4390813008529559,3.88,3.294725651237532,-3.423013024881789,proactive,42421,P.J. Williams,CB,48723,Parker Hesse,TE,0.4924822392093132,0.4124625751857769,0.9515
2022091100,166,15,19,4,4.89,4.868367282775603,0.9955761314469536,1.8023595645708383,250,194,1.2401996825792032,3.43,2.7168227868773878,-3.044265317480415,proactive,41257,Bradley Roby,CB,53433,Kyle Pitts,TE,0.42813248294794937,0.247050544286452,0.9515
2022091100,395,37,51,14,3.94,1.4669696656713804,0.372327326312533,2.4298559628093184,224,287,0.2409734920916241,1.72,0.7805961705030791,-1.4610670585443593,proactive,37097,Cameron Jordan,DE,41712,Damien Williams,RB,0.5083952297211459,0.0,0.9515
2022091100,458,32,49,17,12.47,11.914684217384869,0.9554678602554024,0.974935895328505,193,207,-0.286401087265363,3.27,-0.7027419181445034,-3.288728966726765,proactive,44851,Marcus Maye,FS,48374,Olamide Zaccheaus,WR,0.5507565416248066,1.0,0.9554678602554024
2022091100,783,8,15,7,6.08,6.060008250819465,0.9967118833584646,1.4579437574886036,221,210,-1.886485722595019,7.91,-0.9680971689680158,-3.261927878597037,proactive,52542,Jaylinn Hawkins,FS,45244,Taysom Hill,TE,0.6792831846649373,0.6775703031392455,0.9515
2022091100,807,32,40,8,3.3400000000000003,1.911282292075134,0.5722402072081239,0.82764726786234,215,219,-1.7476899796014576,4.05,3.980758075876328,1.2088981619899746,reactive,52527,Mykal Walker,ILB,44879,Alvin Kamara,RB,0.6681344300794976,1.0,0.9515
2022091100,870,53,61,8,13.409999999999998,12.76347914951092,0.9517881543259448,1.316434578701124,238,207,-0.1671529443763637,5.59,3.4246084090442297,-0.9288667054921356,proactive,44851,Marcus Maye,FS,39975,Cordarrelle Patterson,RB,0.5411779461206161,0.8544567766235949,0.9517881543259448
2022091100,914,39,47,8,5.95,2.471315439194277,0.4153471326376937,0.2906888370749727,238,287,1.317039047416106,3.46,3.4013998202806333,3.1619766639875557,reactive,46197,Kentavius Street,DT,39975,Cordarrelle Patterson,RB,0.42196036842490203,1.0,0.9515
2022091100,935,40,56,16,5.5200000000000005,4.094447459670229,0.7417477282011283,0.2687005768508848,238,242,-0.6018292174567614,5.07,4.700158891065301,1.8467223619228028,reactive,53489,Pete Werner,OLB,39975,Cordarrelle Patterson,RB,0.5760932755692416,1.0,0.7417477282011283
2022091100,956,32,43,11,4.949999999999999,4.6806837107414125,0.9455926688366492,0.8823831367382324,238,287,-0.7556244191723056,4.09,2.8023984304348097,0.0160168336877839,proactive,37097,Cameron Jordan,DE,39975,Cordarrelle Patterson,RB,0.5884468602207849,1.0,0.9455926688366492
2022091100,996,27,41,14,3.7,3.621063379727013,0.9786657783045982,0.8914033879226607,238,287,-1.382011195476299,3.6,3.48892173702366,-0.2966050179347461,proactive,37097,Cameron Jordan,DE,39975,Cordarrelle Patterson,RB,0.6387613172348009,1.0,0.9786657783045982
2022091100,1067,42,55,13,11.11,10.79273829943078,0.9714435913079008,1.5631058825300364,238,207,1.3960158046469031,7.2,4.87350698171516,2.0778405601894363,reactive,44851,Marcus Maye,FS,39975,Cordarrelle Patterson,RB,0.41561656806525515,0.5461176468374545,0.9714435913079008
2022091100,1191,35,36,1,11.12,7.567410389294343,0.6805225170228726,1.297112177107284,231,305,2.877149512675084,5.26,5.056236520635557,5.071465248175286,reactive,42480,Grady Jarrett,DT,42344,Jameis Winston,QB,0.2966446467160926,0.878609778615895,0.6805225170228726
2022091100,1335,14,25,11,2.38,2.222521091013534,0.9338323911821572,1.1493476410555703,205,242,-0.3998572232662598,2.98,2.9445216095424014,-1.1603929069979582,proactive,53489,Pete Werner,OLB,46992,KhaDarel Hodge,WR,0.5598698947378409,1.0,0.9515
2022091100,1359,9,18,9,3.29,3.2829864452964146,0.9978682204548373,0.7484650960465695,246,194,-1.1232073306892008,2.34,0.2340337084512218,-2.370980526767721,proactive,41257,Bradley Roby,CB,45355,Anthony Firkser,TE,0.6179729219134218,1.0,0.9515
2022091100,1413,36,48,12,8.75,5.035752178175569,0.5755145346486364,0.8475848040166813,215,234,-0.6476137782172855,5.13,4.79022952981475,0.37378682290991,proactive,46091,Rashaan Evans,ILB,44879,Alvin Kamara,RB,0.57977091596881,1.0,0.5755145346486364
2022091100,1434,40,42,2,7.869999999999999,7.606135681145846,0.966472132292992,0.521536192416215,215,256,1.8403535960880824,4.67,3.224652613732025,-1.2037404091751505,proactive,54503,Arnold Ebiketie,OLB,44879,Alvin Kamara,RB,0.37992517809197757,1.0,0.966472132292992
2022091100,1552,8,23,15,2.74,2.7465068723744404,1.0023747709395767,0.5798275605729658,210,242,-0.7948910113378342,2.86,0.3133439752514118,2.167467059479633,reactive,53489,Pete Werner,OLB,54473,Drake London,WR,0.5916009454255474,1.0,0.9515
2022091100,1672,21,32,11,8.06,7.9802255607219506,0.9901024268885794,1.3534031180694126,238,190,0.5899387779984919,3.11,2.7359651875294757,-2.0227968316817666,proactive,40017,Tyrann Mathieu,FS,39975,Cordarrelle Patterson,RB,0.4803646269987414,0.8082461024132341,0.9901024268885794
2022091100,1769,8,11,3,3.39,3.3354160160315827,0.9838985298028268,1.1130588483993125,196,234,0.0135567616487017,2.82,0.2977070239716348,-2.3825352726274427,proactive,46091,Rashaan Evans,ILB,41292,Jarvis Landry,WR,0.5266624565225391,1.0,0.9515
2022091100,1887,27,40,13,3.78,2.0742227459942697,0.5487361761889603,2.1250882334623165,210,194,-0.2665377633464976,6.26,5.506080326628341,0.937832023777298,reactive,41257,Bradley Roby,CB,54473,Drake London,WR,0.5491610220588152,0.0,0.9515
2022091100,1928,9,11,2,4.85,4.836631058908672,0.9972435173007572,1.350740537631121,250,196,1.435915705308083,5.02,4.242277793011924,4.04802977889861,reactive,42421,P.J. Williams,CB,53433,Kyle Pitts,TE,0.4124116124170437,0.8115743279610987,0.9515
2022091100,2090,1,7,6,0.0,0.0,,0.2952964612046603,185,170,-1.2521619806380162,4.62,-1.8274202218409008,-2.192272046648786,proactive,52272,Dee Alford,CB,54476,Chris Olave,WR,0.6283311916551482,1.0,0.9515
2022091100,2114,40,49,9,7.59,7.281160621769026,0.9593096998378164,4.880461043794938,221,194,2.243986843559457,5.31,4.649164459097348,-2.874067223708337,proactive,53469,Richie Grant,SS,45244,Taysom Hill,TE,0.3475033766625837,0.0,0.9593096998378164
2022091100,2159,8,18,10,5.12,5.115945660383823,0.9992081367937156,0.9803060746521912,212,194,-0.0621721403775185,6.24,-0.8867705717851085,-2.104796481534277,proactive,53469,Richie Grant,SS,43336,Michael Thomas,WR,0.5327453732280918,1.0,0.9515
2022091100,2183,36,56,20,11.32,11.29347156546649,0.9976564987161208,0.5852349955359792,215,234,-0.2785565220408572,5.43,3.845616296048167,0.1405541640414192,proactive,46091,Rashaan Evans,ILB,37101,Mark Ingram,RB,0.5501264276844853,1.0,0.9976564987161208
2022091100,2245,13,18,5,6.46,5.96110727969225,0.9227720247201624,1.9961212388028915,185,170,0.4160824682318162,4.76,2.988457562594102,-2.6048224231418327,proactive,52272,Dee Alford,CB,54476,Chris Olave,WR,0.49432961820750476,0.004848451496385575,0.9515
2022091100,2332,57,68,11,12.209999999999996,12.050933573794191,0.9869724466661912,0.6888396039717837,238,190,1.2695533637500178,4.08,4.075232838671399,2.060117568578664,reactive,40017,Tyrann Mathieu,FS,39975,Cordarrelle Patterson,RB,0.4257746513567612,1.0,0.9869724466661912
2022091100,2353,33,43,10,10.8,10.769312884302323,0.9971586003983632,0.5315072906367335,238,248,-1.1101717229114694,6.21,3.1237538685737585,-1.0576091994596004,proactive,38607,Demario Davis,MLB,39975,Cordarrelle Patterson,RB,0.6169258379838181,1.0,0.9971586003983632
2022091100,2512,37,51,14,9.65,9.577541438177128,0.9924913407437436,2.377751038271248,221,268,1.5259991666849295,7.76,4.279642235487286,0.3233104839020112,proactive,53611,Adetokunbo Ogundeji,OLB,45244,Taysom Hill,TE,0.40517566712480235,0.0,0.9924913407437436
2022091100,2595,39,40,1,9.570000000000002,9.35559725511952,0.977596369395979,1.004041831797865,238,261,1.6125246917281837,3.4,3.082949506407523,-0.2672281902809339,proactive,48537,Carl Granderson,DE,39975,Cordarrelle Patterson,RB,0.398225512723249,1.0,0.977596369395979
2022091100,2616,9,12,3,5.81,5.816459404139256,1.0011117735179444,0.2501999200639361,210,194,-0.3748784998050726,5.3,0.168326149053776,-1.5550351090553225,proactive,41257,Bradley Roby,CB,54473,Drake London,WR,0.5578634812000764,1.0,0.9515
2022091100,2640,44,48,4,11.770000000000003,11.344161493913948,0.9638200079790948,0.8914033879226625,222,199,0.8843424679464533,6.33,5.285802987472342,1.3621476949479352,reactive,44862,Justin Evans,SS,42345,Marcus Mariota,QB,0.45671667917637926,1.0,0.9638200079790948
2022091100,2809,49,68,19,11.61,11.60816953701142,0.9998423373825512,0.4704253394535618,238,300,-3.0465521745885504,4.49,4.432116471325588,1.5710532650167737,reactive,43409,David Onyemata,DT,39975,Cordarrelle Patterson,RB,0.7724654098335988,1.0,0.9998423373825512
2022091100,2878,33,43,10,4.569999999999999,4.529911698918642,0.9912279428706002,2.0287188075236045,195,242,0.3194424045299446,4.65,4.567331288474951,-0.5022430293799919,proactive,53489,Pete Werner,OLB,53612,Avery Williams,RB,0.502092221945167,0.0,0.9912279428706002
2022091100,2960,10,17,7,8.719999999999999,8.689948216186336,0.9965536945167818,1.1438968484964038,205,194,3.188752061642378,8.23,4.939160809785657,4.226651552575181,reactive,41257,Bradley Roby,CB,46992,KhaDarel Hodge,WR,0.2716152022122005,1.0,0.9515
2022091100,2984,36,59,23,4.0,3.571022262602128,0.892755565650532,0.4904079934095682,238,240,-1.8240265071614807,3.59,3.482906434530037,-0.014142304634406,proactive,48027,Kaden Elliss,OLB,39975,Cordarrelle Patterson,RB,0.6742661542470813,1.0,0.892755565650532
2022091100,3310,1,11,10,0.0,0.0,,1.021763181955594,210,240,2.2413364606956856,5.21,-0.8024474434964667,-0.998147186802872,proactive,48027,Kaden Elliss,OLB,54473,Drake London,WR,0.34771626840888903,1.0,0.9515
2022091100,3355,8,11,3,4.58,4.573193632462987,0.9985138935508704,0.5437830449729012,205,242,1.0409461545470728,6.08,1.908066610694372,0.0879620822394346,proactive,53489,Pete Werner,OLB,46992,KhaDarel Hodge,WR,0.4441375032490137,1.0,0.9515
2022091100,3475,4,7,3,1.31,1.2955693729013535,0.9889842541231706,0.3860051813123777,196,219,0.7857919724615245,0.59,0.4089586570874478,0.5380874385255149,reactive,52527,Mykal Walker,ILB,41292,Jarvis Landry,WR,0.4646327381616029,1.0,0.9515
2022091100,3526,1,8,7,0.0,0.0,,0.930053761886912,212,190,2.981967513940255,8.82,7.202778516526008,7.229662720585723,reactive,52424,A.J. Terrell,CB,43336,Michael Thomas,WR,0.28822515093735024,1.0,0.9515
2022091100,3554,7,30,23,3.84,3.840690042166897,1.0001796984809628,0.228473193175918,215,219,2.1057298090986456,6.27,-3.579272616060885,-4.881024443859476,proactive,52527,Mykal Walker,ILB,44879,Alvin Kamara,RB,0.3586088595374135,1.0,0.9515
2022091100,3578,11,14,3,4.22,4.224653831972505,1.001102803784954,1.3601470508735518,212,210,0.6895498802662023,3.6,2.262622394834408,-2.0223475038635548,proactive,52542,Jaylinn Hawkins,FS,43336,Michael Thomas,WR,0.47236337487662583,0.7998161864080602,0.9515
2022091100,3647,9,19,10,6.01,5.947940820149439,0.9896740133360132,1.2215563842901356,196,194,-1.643291113366297,4.99,-0.5934300992064395,-4.264505086664288,proactive,53469,Richie Grant,SS,41292,Jarvis Landry,WR,0.6597486012813625,0.9730545196373305,0.9515
2022091100,3757,32,42,10,4.36,1.8383144453547693,0.4216317535217361,1.0119288512538849,238,300,0.8728955652347894,5.79,5.233341651169535,3.800977013609544,reactive,48544,Shy Tuttle,DT,39975,Cordarrelle Patterson,RB,0.4576361505257396,1.0,0.9515
2022091100,3778,33,39,6,5.03,2.5035374972226747,0.4977211724100744,2.256944837606798,238,242,1.2075190065142287,6.35,5.995695696028824,2.974556756802257,reactive,53489,Pete Werner,OLB,39975,Cordarrelle Patterson,RB,0.4307575550811167,0.0,0.9515
